VV,VH,date,orbit,x,y
-9.606741626028398,-15.157790674037688,2019-10-24,DESCENDING,-44.48587542676068,-13.557868341338086
-12.348132470407831,-18.946819803495107,2019-10-31,DESCENDING,-44.48587542676068,-13.557868341338086
-14.202906329721818,-15.825023334047083,2019-11-05,DESCENDING,-44.48587542676068,-13.557868341338086
-10.12360805716032,-14.755524670724663,2019-11-12,DESCENDING,-44.48587542676068,-13.557868341338086
-9.707151777420428,-18.665286611190076,2019-11-17,DESCENDING,-44.48587542676068,-13.557868341338086
-12.595321050247302,-17.791420099148183,2019-11-24,DESCENDING,-44.48587542676068,-13.557868341338086
-9.71526750279104,-17.04929133682953,2019-11-29,DESCENDING,-44.48587542676068,-13.557868341338086
-8.986035935802766,-16.8780293758225,2019-12-06,DESCENDING,-44.48587542676068,-13.557868341338086
-5.099591996052308,-18.107493225125786,2019-12-11,DESCENDING,-44.48587542676068,-13.557868341338086
-8.230157567517193,-16.616431833234476,2019-12-18,DESCENDING,-44.48587542676068,-13.557868341338086
-11.287198138533519,-16.045590090361014,2019-12-23,DESCENDING,-44.48587542676068,-13.557868341338086
-8.610192801330093,-15.129837199104552,2019-12-30,DESCENDING,-44.48587542676068,-13.557868341338086
-9.050254123090593,-14.88256511482419,2020-01-04,DESCENDING,-44.48587542676068,-13.557868341338086
-8.529805054969973,-18.320978957114036,2020-01-11,DESCENDING,-44.48587542676068,-13.557868341338086
-10.184492803247123,-15.971277005682765,2020-01-16,DESCENDING,-44.48587542676068,-13.557868341338086
-14.299669877680632,-13.093981338886058,2020-01-23,DESCENDING,-44.48587542676068,-13.557868341338086
-7.049768668683658,-12.607475031551289,2020-01-28,DESCENDING,-44.48587542676068,-13.557868341338086
-7.883331201089099,-17.343380891494974,2020-02-04,DESCENDING,-44.48587542676068,-13.557868341338086
-7.95234571115166,-12.920081526146756,2020-02-09,DESCENDING,-44.48587542676068,-13.557868341338086
-10.762443787806875,-17.803154523990965,2020-02-16,DESCENDING,-44.48587542676068,-13.557868341338086
-6.884429206665033,-16.13767607079359,2020-02-21,DESCENDING,-44.48587542676068,-13.557868341338086
-8.404323568813904,-16.20848911613635,2020-02-28,DESCENDING,-44.48587542676068,-13.557868341338086
-7.273311619398716,-13.263119830736967,2020-03-04,DESCENDING,-44.48587542676068,-13.557868341338086
-11.302391591151908,-15.919605565234553,2020-03-11,DESCENDING,-44.48587542676068,-13.557868341338086
-10.797915869643344,-15.061387822443548,2020-03-16,DESCENDING,-44.48587542676068,-13.557868341338086
-11.764233994604306,-15.366252490394563,2020-03-23,DESCENDING,-44.48587542676068,-13.557868341338086
-7.500748684771434,-15.733044901836488,2020-03-28,DESCENDING,-44.48587542676068,-13.557868341338086
-10.53550778765796,-18.95286197656369,2020-04-04,DESCENDING,-44.48587542676068,-13.557868341338086
-6.921571072619059,-12.129220834332424,2020-04-09,DESCENDING,-44.48587542676068,-13.557868341338086
-6.227093898542844,-14.525003099397281,2020-04-16,DESCENDING,-44.48587542676068,-13.557868341338086
-8.515297391540848,-14.560838755331753,2020-04-21,DESCENDING,-44.48587542676068,-13.557868341338086
-8.83359128539647,-15.49009790354278,2020-04-28,DESCENDING,-44.48587542676068,-13.557868341338086
-10.319413746523324,-15.157196767778448,2020-05-03,DESCENDING,-44.48587542676068,-13.557868341338086
-10.2620834262951,-15.2714349612008,2020-05-10,DESCENDING,-44.48587542676068,-13.557868341338086
-10.282362060471236,-12.161043697933403,2020-05-15,DESCENDING,-44.48587542676068,-13.557868341338086
-7.556535469171744,-12.77250576594623,2020-05-22,DESCENDING,-44.48587542676068,-13.557868341338086
-10.0281953348705,-11.485321388699838,2020-05-27,DESCENDING,-44.48587542676068,-13.557868341338086
-9.014070916211486,-14.79943540229634,2020-06-03,DESCENDING,-44.48587542676068,-13.557868341338086
-9.299371304696471,-14.244555581706447,2020-06-08,DESCENDING,-44.48587542676068,-13.557868341338086
-9.066809646235921,-15.846774784667438,2020-06-15,DESCENDING,-44.48587542676068,-13.557868341338086
-8.809819147527747,-15.776666844059617,2020-06-20,DESCENDING,-44.48587542676068,-13.557868341338086
-13.038993613794478,-13.058362003817038,2020-06-27,DESCENDING,-44.48587542676068,-13.557868341338086
-8.373972213427711,-15.871675347177451,2020-07-02,DESCENDING,-44.48587542676068,-13.557868341338086
-12.095524139349234,-19.94736094264236,2020-07-09,DESCENDING,-44.48587542676068,-13.557868341338086
-7.677687188841027,-16.53941266411707,2020-07-14,DESCENDING,-44.48587542676068,-13.557868341338086
-10.50719796897834,-16.64146451624148,2020-07-21,DESCENDING,-44.48587542676068,-13.557868341338086
-11.68093758686674,-17.618471947764654,2020-07-26,DESCENDING,-44.48587542676068,-13.557868341338086
-12.638558212204774,-17.22862221700543,2020-08-02,DESCENDING,-44.48587542676068,-13.557868341338086
-9.045903117815268,-16.8731050542787,2020-08-07,DESCENDING,-44.48587542676068,-13.557868341338086
-10.255985270658734,-15.469678129761558,2020-08-14,DESCENDING,-44.48587542676068,-13.557868341338086
-10.377185943999924,-18.2934773832887,2020-08-19,DESCENDING,-44.48587542676068,-13.557868341338086
-13.14963312548014,-13.981687649665886,2020-08-26,DESCENDING,-44.48587542676068,-13.557868341338086
-9.322423576342242,-16.395022207800288,2020-08-31,DESCENDING,-44.48587542676068,-13.557868341338086
-11.670549804426308,-14.865143854859488,2020-09-07,DESCENDING,-44.48587542676068,-13.557868341338086
-8.150953664871874,-18.184708861899203,2020-09-12,DESCENDING,-44.48587542676068,-13.557868341338086
-12.743582975630524,-13.66603625064558,2020-09-19,DESCENDING,-44.48587542676068,-13.557868341338086
-5.898272218164959,-19.41169959255604,2020-09-24,DESCENDING,-44.48587542676068,-13.557868341338086
-8.04982216363861,-18.152062985313613,2020-10-01,DESCENDING,-44.48587542676068,-13.557868341338086
-11.844200455952038,-11.99473289278968,2020-10-06,DESCENDING,-44.48587542676068,-13.557868341338086
-7.650728248903615,-17.52588011034006,2020-10-13,DESCENDING,-44.48587542676068,-13.557868341338086
-15.110739754574649,-16.626649546697884,2020-10-18,DESCENDING,-44.48587542676068,-13.557868341338086
-9.37475887205374,-15.854296492575974,2020-10-25,DESCENDING,-44.48587542676068,-13.557868341338086
-9.605831685974959,-15.440202808938249,2020-10-30,DESCENDING,-44.48587542676068,-13.557868341338086
-7.089251063104723,-13.061834395365501,2020-11-06,DESCENDING,-44.48587542676068,-13.557868341338086
-6.006153194294579,-17.919941125999937,2020-11-11,DESCENDING,-44.48587542676068,-13.557868341338086
-9.812980695246928,-17.6314502917352,2020-11-18,DESCENDING,-44.48587542676068,-13.557868341338086
-10.562925784422792,-16.395197860481424,2020-11-23,DESCENDING,-44.48587542676068,-13.557868341338086
-11.569440699122913,-16.183797181921364,2020-11-30,DESCENDING,-44.48587542676068,-13.557868341338086
-13.801744981339663,-16.015560187216433,2020-12-05,DESCENDING,-44.48587542676068,-13.557868341338086
-6.243217048559671,-15.061072083602522,2020-12-12,DESCENDING,-44.48587542676068,-13.557868341338086
-5.793426304730586,-20.347237673270403,2020-12-17,DESCENDING,-44.48587542676068,-13.557868341338086
-9.606467353156845,-17.51627026147926,2020-12-24,DESCENDING,-44.48587542676068,-13.557868341338086
-9.609991659264153,-14.164619417113911,2020-12-29,DESCENDING,-44.48587542676068,-13.557868341338086
-8.084357477552114,-17.040041710716828,2021-01-05,DESCENDING,-44.48587542676068,-13.557868341338086
-7.877263226411038,-14.020054496989518,2021-01-10,DESCENDING,-44.48587542676068,-13.557868341338086
-10.844521640397865,-18.778793781281834,2021-01-17,DESCENDING,-44.48587542676068,-13.557868341338086
-8.817342311390107,-17.291342815620922,2021-01-22,DESCENDING,-44.48587542676068,-13.557868341338086
-11.528728084137454,-18.72612933540398,2021-01-29,DESCENDING,-44.48587542676068,-13.557868341338086
-11.970750479009302,-16.11051337696402,2021-02-03,DESCENDING,-44.48587542676068,-13.557868341338086
-12.604419936896711,-18.450902799556456,2021-02-15,DESCENDING,-44.48587542676068,-13.557868341338086
-7.6875314926272225,-15.503218745665796,2021-02-22,DESCENDING,-44.48587542676068,-13.557868341338086
-7.7802599330470255,-11.937902274352751,2021-02-27,DESCENDING,-44.48587542676068,-13.557868341338086
-11.829622606846197,-18.751603993588056,2021-03-06,DESCENDING,-44.48587542676068,-13.557868341338086
-7.59770476883455,-18.918003490074586,2021-03-11,DESCENDING,-44.48587542676068,-13.557868341338086
-9.529292407042893,-17.216276745750317,2021-03-18,DESCENDING,-44.48587542676068,-13.557868341338086
-8.055301220666369,-16.86902767780143,2021-03-23,DESCENDING,-44.48587542676068,-13.557868341338086
-9.427562369688403,-15.74949804567401,2021-03-30,DESCENDING,-44.48587542676068,-13.557868341338086
-7.415941304656412,-14.84309239290759,2021-04-04,DESCENDING,-44.48587542676068,-13.557868341338086
-8.725605890717585,-15.120014206800045,2021-04-11,DESCENDING,-44.48587542676068,-13.557868341338086
-9.623195955240757,-16.806135422974506,2021-04-16,DESCENDING,-44.48587542676068,-13.557868341338086
-11.818190798015014,-13.049109204971408,2021-04-23,DESCENDING,-44.48587542676068,-13.557868341338086
-8.947305788244748,-16.90094350381337,2021-04-28,DESCENDING,-44.48587542676068,-13.557868341338086
-9.867119207661887,-16.4195591750684,2021-05-10,DESCENDING,-44.48587542676068,-13.557868341338086
-11.544700621939183,-18.185285951293615,2021-05-17,DESCENDING,-44.48587542676068,-13.557868341338086
-9.644297156399295,-16.1740999689665,2021-05-22,DESCENDING,-44.48587542676068,-13.557868341338086
-9.581423835314743,-17.520351952147998,2021-05-29,DESCENDING,-44.48587542676068,-13.557868341338086
-7.687803564846499,-16.34850894975321,2021-06-03,DESCENDING,-44.48587542676068,-13.557868341338086
-11.198449266740898,-16.445127116883615,2021-06-10,DESCENDING,-44.48587542676068,-13.557868341338086
-10.834875201602937,-16.42171562246289,2021-06-15,DESCENDING,-44.48587542676068,-13.557868341338086
-9.706297369359294,-16.464865584615666,2021-06-22,DESCENDING,-44.48587542676068,-13.557868341338086
-8.707739152280183,-18.084962814952075,2021-06-27,DESCENDING,-44.48587542676068,-13.557868341338086
-10.797277837300431,-16.917620288838393,2021-07-09,DESCENDING,-44.48587542676068,-13.557868341338086
-8.298961158930311,-18.468933190835273,2021-07-16,DESCENDING,-44.48587542676068,-13.557868341338086
-12.403201612688445,-14.115637363406204,2021-07-21,DESCENDING,-44.48587542676068,-13.557868341338086
-8.750966736041653,-17.237466962576566,2021-07-28,DESCENDING,-44.48587542676068,-13.557868341338086
-12.25347252924096,-18.088260577421163,2021-08-02,DESCENDING,-44.48587542676068,-13.557868341338086
-8.221052446902263,-14.065839808920765,2021-08-14,DESCENDING,-44.48587542676068,-13.557868341338086
-12.762816826333747,-16.998714165483662,2021-08-21,DESCENDING,-44.48587542676068,-13.557868341338086
-11.701298205305964,-17.810776044690396,2021-08-26,DESCENDING,-44.48587542676068,-13.557868341338086
-10.139938978005576,-17.99697462960309,2021-09-02,DESCENDING,-44.48587542676068,-13.557868341338086
-9.664015381065303,-15.441495054247383,2021-09-07,DESCENDING,-44.48587542676068,-13.557868341338086
-12.873607246736828,-13.759967096420649,2021-09-14,DESCENDING,-44.48587542676068,-13.557868341338086
-11.017457708486758,-17.08269968133997,2021-09-19,DESCENDING,-44.48587542676068,-13.557868341338086
-10.302534262110225,-13.890141481766696,2021-09-26,DESCENDING,-44.48587542676068,-13.557868341338086
-13.267189363652873,-22.1429666503226,2021-10-01,DESCENDING,-44.48587542676068,-13.557868341338086
-11.461942052538463,-14.823530286076412,2021-10-08,DESCENDING,-44.48587542676068,-13.557868341338086
-8.254014982564723,-11.179028775603527,2021-10-13,DESCENDING,-44.48587542676068,-13.557868341338086
-9.976572047263865,-15.094365272936347,2021-10-20,DESCENDING,-44.48587542676068,-13.557868341338086
-7.323982471787599,-17.93502177796661,2021-10-25,DESCENDING,-44.48587542676068,-13.557868341338086
-9.10061126152102,-13.470977439985699,2021-11-01,DESCENDING,-44.48587542676068,-13.557868341338086
-10.054042020877986,-16.09923260499764,2021-11-13,DESCENDING,-44.48587542676068,-13.557868341338086
-9.274949254127607,-12.828067466261395,2021-11-18,DESCENDING,-44.48587542676068,-13.557868341338086
-11.340427887814915,-16.730323437811787,2021-11-25,DESCENDING,-44.48587542676068,-13.557868341338086
-11.08785863884698,-16.386247211504468,2021-12-07,DESCENDING,-44.48587542676068,-13.557868341338086
-8.456772103959988,-13.424858148161668,2021-12-12,DESCENDING,-44.48587542676068,-13.557868341338086
-10.8972061571317,-17.134691445000527,2021-12-19,DESCENDING,-44.48587542676068,-13.557868341338086
-7.219718512363663,-15.12592282096512,2021-12-24,DESCENDING,-44.48587542676068,-13.557868341338086
-9.44715729095731,-16.78254042748012,2021-12-31,DESCENDING,-44.48587542676068,-13.557868341338086
-7.769540064759489,-15.369532302442199,2022-01-05,DESCENDING,-44.48587542676068,-13.557868341338086
-9.89926394336584,-15.160193653515037,2022-01-12,DESCENDING,-44.48587542676068,-13.557868341338086
-9.611910533354449,-14.51717798964303,2022-01-17,DESCENDING,-44.48587542676068,-13.557868341338086
-9.018696266308835,-18.57471775564766,2022-01-24,DESCENDING,-44.48587542676068,-13.557868341338086
-6.468064148136681,-13.67074684373077,2022-01-29,DESCENDING,-44.48587542676068,-13.557868341338086
-12.542306709365459,-14.973810416746023,2022-02-05,DESCENDING,-44.48587542676068,-13.557868341338086
-10.058896221523037,-15.6433829041239,2022-02-10,DESCENDING,-44.48587542676068,-13.557868341338086
-9.305656691878053,-14.867781749020345,2022-02-17,DESCENDING,-44.48587542676068,-13.557868341338086
-9.819780750478447,-18.06611396658181,2022-03-01,DESCENDING,-44.48587542676068,-13.557868341338086
-8.231842623285402,-12.952603208828322,2022-03-06,DESCENDING,-44.48587542676068,-13.557868341338086
-10.325711545695533,-18.030186132943808,2022-03-13,DESCENDING,-44.48587542676068,-13.557868341338086
-8.402664783225974,-15.446676389561635,2022-03-18,DESCENDING,-44.48587542676068,-13.557868341338086
-7.047384829181484,-18.735203870880923,2022-03-25,DESCENDING,-44.48587542676068,-13.557868341338086
-9.477073868605201,-15.37482587356654,2022-03-30,DESCENDING,-44.48587542676068,-13.557868341338086
-7.717314544125752,-18.189805718472755,2022-04-06,DESCENDING,-44.48587542676068,-13.557868341338086
-10.96809240918438,-17.56379259101746,2022-04-11,DESCENDING,-44.48587542676068,-13.557868341338086
-8.78507649826474,-14.599936755824714,2022-04-18,DESCENDING,-44.48587542676068,-13.557868341338086
-10.5244806533078,-16.700562127866903,2022-04-23,DESCENDING,-44.48587542676068,-13.557868341338086
-10.345025303287944,-17.591934034063822,2022-04-30,DESCENDING,-44.48587542676068,-13.557868341338086
-8.605711140212925,-18.53990129502227,2022-05-05,DESCENDING,-44.48587542676068,-13.557868341338086
-7.749878595394466,-15.828777392776894,2022-05-17,DESCENDING,-44.48587542676068,-13.557868341338086
-8.897509268805234,-15.120643290578837,2022-05-24,DESCENDING,-44.48587542676068,-13.557868341338086
-9.04865090123171,-16.436111534094056,2022-05-29,DESCENDING,-44.48587542676068,-13.557868341338086
-12.510386118932615,-18.145289340013782,2022-06-17,DESCENDING,-44.48587542676068,-13.557868341338086
-11.854863241244642,-15.43812282988088,2022-06-22,DESCENDING,-44.48587542676068,-13.557868341338086
-9.923823614096287,-20.337163492915856,2022-07-04,DESCENDING,-44.48587542676068,-13.557868341338086
-10.156106805200578,-15.900486976458772,2022-07-11,DESCENDING,-44.48587542676068,-13.557868341338086
-11.855958494576642,-17.542542762885596,2022-07-16,DESCENDING,-44.48587542676068,-13.557868341338086
-9.00210884469018,-15.391108444911218,2022-07-23,DESCENDING,-44.48587542676068,-13.557868341338086
-7.780886108578605,-16.697898888877372,2022-07-28,DESCENDING,-44.48587542676068,-13.557868341338086
-12.486754234978594,-17.906680721150806,2022-08-04,DESCENDING,-44.48587542676068,-13.557868341338086
-9.155297010709575,-17.37512960037533,2022-08-09,DESCENDING,-44.48587542676068,-13.557868341338086
-10.5061703904928,-18.980385421746107,2022-08-16,DESCENDING,-44.48587542676068,-13.557868341338086
-9.103655271179324,-17.075478831888276,2022-08-21,DESCENDING,-44.48587542676068,-13.557868341338086
-7.42436868436938,-18.016462887473644,2022-08-28,DESCENDING,-44.48587542676068,-13.557868341338086
-9.404629992733009,-21.09878165468196,2022-09-02,DESCENDING,-44.48587542676068,-13.557868341338086
-7.40481502925255,-17.10730726805566,2022-09-09,DESCENDING,-44.48587542676068,-13.557868341338086
-10.081479070165773,-17.80711569396911,2022-09-14,DESCENDING,-44.48587542676068,-13.557868341338086
-7.557458759867771,-14.48560965236651,2022-09-21,DESCENDING,-44.48587542676068,-13.557868341338086
-9.292278694379966,-20.746920952992166,2022-09-26,DESCENDING,-44.48587542676068,-13.557868341338086
-9.997685052503929,-16.300004009842375,2022-10-03,DESCENDING,-44.48587542676068,-13.557868341338086
-14.239028452253127,-17.981656850518565,2022-10-08,DESCENDING,-44.48587542676068,-13.557868341338086
-6.6109178640397745,-16.192926206432446,2022-10-20,DESCENDING,-44.48587542676068,-13.557868341338086
-9.455895936517871,-15.70714915000474,2022-10-27,DESCENDING,-44.48587542676068,-13.557868341338086
-10.11112666227593,-10.844543650178792,2022-11-01,DESCENDING,-44.48587542676068,-13.557868341338086
-11.001498553689641,-14.819830828161393,2022-11-08,DESCENDING,-44.48587542676068,-13.557868341338086
-12.124102324091483,-15.980179916091025,2022-11-13,DESCENDING,-44.48587542676068,-13.557868341338086
-10.40412687600859,-13.720890005113798,2022-11-20,DESCENDING,-44.48587542676068,-13.557868341338086
-5.3441104693110315,-13.292734187746474,2022-11-25,DESCENDING,-44.48587542676068,-13.557868341338086
-8.05440637722447,-15.336464750426666,2022-12-02,DESCENDING,-44.48587542676068,-13.557868341338086
-11.232988369797193,-18.66780286960304,2022-12-07,DESCENDING,-44.48587542676068,-13.557868341338086
-8.452865566589274,-17.415757661498855,2022-12-14,DESCENDING,-44.48587542676068,-13.557868341338086
-7.97725689585708,-12.263229001311773,2022-12-19,DESCENDING,-44.48587542676068,-13.557868341338086
-7.435990225062337,-15.839240633366913,2022-12-26,DESCENDING,-44.48587542676068,-13.557868341338086
-8.931539813776693,-16.6353421931487,2022-12-31,DESCENDING,-44.48587542676068,-13.557868341338086
-11.144668522358252,-13.223412752202936,2023-01-07,DESCENDING,-44.48587542676068,-13.557868341338086
-8.439559139998282,-16.572993202156283,2023-01-12,DESCENDING,-44.48587542676068,-13.557868341338086
-11.437079363731876,-18.33771493180744,2023-01-19,DESCENDING,-44.48587542676068,-13.557868341338086
-11.042313514701128,-15.273388927190172,2023-01-24,DESCENDING,-44.48587542676068,-13.557868341338086
-12.34584470045254,-16.834654803191793,2023-02-05,DESCENDING,-44.48587542676068,-13.557868341338086
-13.634234564214758,-15.098247373151262,2023-02-12,DESCENDING,-44.48587542676068,-13.557868341338086
-9.07750485690959,-15.907160354513074,2023-02-17,DESCENDING,-44.48587542676068,-13.557868341338086
-15.029015549648362,-17.32556679451219,2023-02-24,DESCENDING,-44.48587542676068,-13.557868341338086
-9.551155201726516,-18.81578941004377,2023-03-01,DESCENDING,-44.48587542676068,-13.557868341338086
-7.081159128974343,-13.099441806443021,2023-03-08,DESCENDING,-44.48587542676068,-13.557868341338086
-10.461747613609733,-17.561285742398816,2023-03-13,DESCENDING,-44.48587542676068,-13.557868341338086
-9.313892238086192,-13.212162369510033,2023-03-20,DESCENDING,-44.48587542676068,-13.557868341338086
-7.274642344653203,-14.014598916549412,2023-03-25,DESCENDING,-44.48587542676068,-13.557868341338086
-11.352820789174586,-15.964655222168407,2023-04-01,DESCENDING,-44.48587542676068,-13.557868341338086
