,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,208845,49894,25042,0,0,0,0
true_1,38799,301015,44681,0,0,0,0
true_2,2042,6370,20921,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,5396,1507,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
