,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,207447,47767,28567,0,0,0,0
true_1,42331,302785,39379,0,0,0,0
true_2,444,739,28150,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,4932,1971,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
