,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,195755,57123,30903,0,0,0,0
true_1,36867,332576,15052,0,0,0,0
true_2,1710,987,26636,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,2466,3105,1332,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
