,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,150714,49769,83298,0,0,0,0
true_1,59700,243743,81052,0,0,0,0
true_2,1295,6274,21764,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,1028,3215,2660,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
