,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,194805,50068,38908,0,0,0,0
true_1,45260,304856,34379,0,0,0,0
true_2,1490,895,26948,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,4923,1980,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
