,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,227099,56417,265,0,0,0,0
true_1,43273,340938,284,0,0,0,0
true_2,11565,1664,16104,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,5008,1895,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
