,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,229337,51378,3066,0,0,0,0
true_1,48620,335766,109,0,0,0,0
true_2,4233,2269,22831,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,385,6505,9,0,4,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
