,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,235419,48142,29,9,0,182,0
true_1,51133,333248,0,2,0,112,0
true_2,21312,8021,0,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,1296,5587,0,0,0,20,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
