,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,222781,55343,5657,0,0,0,0
true_1,39422,344988,85,0,0,0,0
true_2,3143,2332,23858,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,3050,3853,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
