,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,230200,52977,604,0,0,0,0
true_1,43632,340815,48,0,0,0,0
true_2,3658,1744,23931,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,2906,3997,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
