epoch,phase,loss,lr,tempo,accuracy,mIoU
1,train,1.0804452412826624,0.0001,0:05:35,0.7025111800729343,0.25079639515258095
1,val,0.8458947314348801,0.0001,0:06:06,0.8035804254128449,0.33559532139409115
2,train,0.7682818157439107,0.0001,0:05:43,0.8106796677728895,0.38901899635457254
2,val,0.7263153815234056,0.0001,0:06:15,0.8145538293837242,0.3913579218398228
3,train,0.6912223481234642,0.0001,0:05:48,0.8191274779588329,0.41201108703915534
3,val,0.6712660440853236,0.0001,0:06:19,0.8243245917846905,0.40359856618928286
4,train,0.6634826102875451,0.0001,0:05:41,0.8247807560363749,0.42646094504344106
4,val,0.6525146855755517,0.0001,0:06:13,0.8301195066190431,0.4240073399400924
5,train,0.6491943783160286,0.0001,0:05:34,0.8297232057679089,0.43875779634106077
5,val,0.6418219634970731,0.0001,0:06:05,0.8345886522205892,0.43866841177535854
6,train,0.6389693366926312,0.0001,0:05:31,0.8343451478844155,0.45387736520738875
6,val,0.6376464019161696,0.0001,0:06:02,0.835799795828906,0.4412275446210881
7,train,0.6317745333420006,0.0001,0:05:37,0.8372926507384992,0.45835262487807577
7,val,0.628923561465211,0.0001,0:06:08,0.8404858331118387,0.456936363197825
8,train,0.6250448308789167,0.0001,0:05:38,0.8408959691931447,0.4753070652937488
8,val,0.6256478617127962,0.0001,0:06:09,0.8415346625103457,0.4607742421942628
9,train,0.6196901514098053,0.0001,0:05:40,0.8435620786176337,0.4770826608601794
9,val,0.6259152164335671,0.0001,0:06:11,0.842193608522848,0.47316642597693975
10,train,0.6154905742999153,0.0001,0:05:41,0.8462945680564762,0.4842605750212066
10,val,0.6221786525840117,0.0001,0:06:12,0.8431198740973491,0.47772022217566235
11,train,0.6102969626775863,0.0001,0:05:34,0.8488831795572487,0.489229942163094
11,val,0.6218910809298281,0.0001,0:06:04,0.843977781161752,0.48117717377008984
12,train,0.6071435850262445,0.0001,0:05:34,0.8513124981663258,0.4932806815358033
12,val,0.6174551183623751,0.0001,0:06:06,0.8471666290374809,0.4964540574019017
13,train,0.6026827819121479,0.0001,0:05:36,0.8539609458825107,0.49254815080213876
13,val,0.6197620746050165,0.0001,0:06:07,0.8456845797215934,0.48359961141983576
14,train,0.600700131577208,0.0001,0:05:37,0.8547968519682457,0.5007400966863421
14,val,0.6167828908531673,0.0001,0:06:09,0.8477525626163038,0.5070594161684944
15,train,0.5976384096155075,0.0001,0:05:33,0.8568962150062418,0.5125347957944822
15,val,0.6183829335887787,0.0001,0:06:04,0.8484697433013022,0.4949706116807128
16,train,0.5961530421897104,0.0001,0:05:33,0.8581638229133352,0.5123274710438912
16,val,0.6132586847773714,0.0001,0:06:03,0.8490565529474037,0.5207213086791903
17,train,0.5919982432217125,0.0001,0:05:25,0.8601046612885338,0.5190563976036593
17,val,0.6127629689521809,0.0001,0:05:55,0.850024814986616,0.5221941398106543
18,train,0.5914690788133029,0.0001,0:05:20,0.8602861371045067,0.5260286174146364
18,val,0.6099677550987475,0.0001,0:05:50,0.8521421879977553,0.5246318608822456
19,train,0.5882069413596626,0.0001,0:05:33,0.8625542888471339,0.5322877161177758
19,val,0.6078601379779369,0.0001,0:06:03,0.8515170788603621,0.523455535594259
20,train,0.5848268270886113,0.0001,0:05:21,0.8643698227921112,0.5371711627214645
20,val,0.6208195109280015,0.0001,0:05:50,0.8444895942054934,0.5239955515707261
21,train,0.5874181976016105,0.0001,0:05:18,0.8627484719247147,0.5337614173265761
21,val,0.612642690045032,0.0001,0:05:52,0.849744832944626,0.5275596961327405
22,train,0.5827679031160492,0.0001,0:05:49,0.8657056267562973,0.5409214522587501
22,val,0.6129462181843042,0.0001,0:06:19,0.8491771325240298,0.5229965434016952
23,train,0.5832530346275675,0.0001,0:05:33,0.8650937966680164,0.5402145951681304
23,val,0.6080025232729492,0.0001,0:06:04,0.8515645549682564,0.5332091226202365
24,train,0.583555063189119,0.0001,0:05:47,0.8648332134258161,0.5373366703960359
24,val,0.6112910688543186,0.0001,0:06:19,0.8499328745613596,0.5365252419900414
25,train,0.5821123252256588,0.0001,0:06:09,0.8655118089022908,0.5433123990937639
25,val,0.609165877944901,0.0001,0:06:42,0.8531669116409762,0.5334147795196177
26,train,0.5709050746985732,5e-05,0:06:12,0.8724000791623358,0.5567238548086122
26,val,0.6069075502977845,5e-05,0:06:44,0.8521465395204815,0.540115218210543
27,train,0.5659774643786869,5e-05,0:06:10,0.8754280999612792,0.5643539918299436
27,val,0.6071300696748223,5e-05,0:06:43,0.8536907120159424,0.5404349248890122
28,train,0.5635853180518517,5e-05,0:05:46,0.8765882792430335,0.5645125604140243
28,val,0.6029710227220557,5e-05,0:06:17,0.856317419642996,0.5522970759174103
29,train,0.5625672075920822,5e-05,0:05:50,0.8771477589397865,0.5649044909623638
29,val,0.6100406298288754,5e-05,0:06:31,0.8507465588454268,0.5429587373148788
30,train,0.5623800019377252,5e-05,0:06:13,0.8772954352030309,0.5648144243101194
30,val,0.6074099178301617,5e-05,0:06:46,0.8536689330552116,0.5474999186563342
31,train,0.5610428265747595,5e-05,0:06:08,0.8779707814490846,0.5683896853294889
31,val,0.6064536492311831,5e-05,0:06:41,0.8541160339981755,0.5512855670046425
32,train,0.5591257581147238,5e-05,0:05:49,0.8788137275340653,0.5738293538986161
32,val,0.6074613770019656,5e-05,0:06:25,0.8526544439593918,0.5445721514312756
33,train,0.557301848585671,5e-05,0:05:51,0.8800830809579662,0.5791842770600091
33,val,0.6069728350418986,5e-05,0:06:22,0.8512675892128215,0.542665148429655
34,train,0.5562424621947255,5e-05,0:04:40,0.8804602133397341,0.5720275906140594
34,val,0.607117664137184,5e-05,0:05:04,0.854076727248395,0.5482504600383874
35,train,0.5506399838827593,2.5e-05,0:03:00,0.8836845682571729,0.5816854732427789
35,val,0.6032961715092102,2.5e-05,0:03:23,0.8548549030810462,0.5551424765275992
36,train,0.5468563679304403,2.5e-05,0:02:55,0.8859073390815864,0.5900487514878705
36,val,0.6054104037126666,2.5e-05,0:03:21,0.8542416198730941,0.5477839199440927
37,train,0.5461153057629852,2.5e-05,0:03:03,0.8863874594737846,0.5857183788428019
37,val,0.6066347314473681,2.5e-05,0:03:27,0.8545709219205535,0.5560271996124917
38,train,0.5449565072467359,2.5e-05,0:02:50,0.8869914234019066,0.5885497875125466
38,val,0.6024810390555833,2.5e-05,0:03:13,0.8548922954681467,0.5518171170458658
39,train,0.5431189911717351,2.5e-05,0:02:40,0.8879952718810934,0.5927572342459224
39,val,0.6023680696414236,2.5e-05,0:03:03,0.8566036773093917,0.559489547537388
40,train,0.5426820620092554,2.5e-05,0:02:35,0.8885490692027845,0.5960760567596778
40,val,0.6059123367872897,2.5e-05,0:02:57,0.8560754954372229,0.5591888097493753
41,train,0.5423038807116786,2.5e-05,0:02:36,0.8884449351459653,0.5965430309135712
41,val,0.6061386777969413,2.5e-05,0:02:59,0.8541094256541304,0.5581517010302527
42,train,0.5420708263538269,2.5e-05,0:02:36,0.8885659500882743,0.5923358371604902
42,val,0.6051544257665471,2.5e-05,0:03:00,0.8548463000423308,0.5607227232220504
43,train,0.5417087418917343,2.5e-05,0:02:33,0.88876952822746,0.5963495768663237
43,val,0.6035875536404264,2.5e-05,0:02:56,0.855186430942424,0.5633637679648253
44,train,0.540855489732724,2.5e-05,0:02:34,0.88930842190853,0.5896323744949235
44,val,0.6093472638014501,2.5e-05,0:02:56,0.8542881192478691,0.5549692237390939
45,train,0.5398090195049741,2.5e-05,0:02:32,0.8896887405511372,0.6043425821636171
45,val,0.6057548745077108,2.5e-05,0:02:54,0.8546373561518994,0.5592767779515077
46,train,0.5357391421808272,1.25e-05,0:02:32,0.8920314079780868,0.5975714642917335
46,val,0.6045933973574761,1.25e-05,0:02:54,0.8556826400528609,0.5638231253895474
47,train,0.5350787301156418,1.25e-05,0:02:30,0.8924281667191111,0.5978237334239125
47,val,0.6059422236815757,1.25e-05,0:02:52,0.8554500031931641,0.5625010182566721
48,train,0.5343308063102815,1.25e-05,0:02:33,0.8927775698158362,0.6007560287304309
48,val,0.6077463004254217,1.25e-05,0:02:57,0.8550932914102248,0.5601602279819224
49,train,0.5332241097705598,1.25e-05,0:02:43,0.8935700369652603,0.6035397713158381
49,val,0.6072048392601189,1.25e-05,0:03:09,0.8551775963122665,0.5597054103475767
50,train,0.5327187107120185,1.25e-05,0:02:56,0.893664864117889,0.6074805456484533
50,val,0.6041720477164155,1.25e-05,0:03:20,0.8551389242796481,0.5606700952620883
51,train,0.5328738491855545,1.25e-05,0:05:18,0.8936485902591679,0.6041578358649893
51,val,0.607528203537921,1.25e-05,0:05:49,0.8546781537949517,0.5655737474504172
52,train,0.5303626103777427,6.25e-06,0:05:33,0.8949228276038336,0.6009835149242997
52,val,0.6086206280726728,6.25e-06,0:06:05,0.8544280697438048,0.5630374365975153
53,train,0.5296786185655313,6.25e-06,0:05:17,0.895557452680727,0.6061000831058687
53,val,0.6069855510470379,6.25e-06,0:05:47,0.8553596745231479,0.5637628286265367
54,train,0.5294324855042511,6.25e-06,0:05:17,0.8957622977678986,0.6060844033651519
54,val,0.6080953796363582,6.25e-06,0:05:48,0.8542423252816207,0.5608414229946889
55,train,0.5283699485089921,6.25e-06,0:03:14,0.8963538264630061,0.6105408412704141
55,val,0.6068390228898243,6.25e-06,0:03:36,0.8543027458578117,0.566725482856466
56,train,0.5293879644356769,6.25e-06,0:02:37,0.8957299389592017,0.60643996976712
56,val,0.6061192091433281,6.25e-06,0:03:00,0.8551142747340412,0.561588540193684
57,train,0.5280199923032028,6.25e-06,0:02:33,0.8964068090691351,0.6084084558030409
57,val,0.6091314183542252,6.25e-06,0:02:56,0.854824219211963,0.5579597115772434
58,train,0.5269971854145986,3.125e-06,0:02:31,0.8968840706423196,0.6056072797740635
58,val,0.6063587000157932,3.125e-06,0:02:53,0.8549619839714392,0.5610093047741243
59,train,0.526709549259376,3.125e-06,0:02:32,0.8971191184597072,0.6062789953514545
59,val,0.605381323650226,3.125e-06,0:02:54,0.8554726683930175,0.5644034480552781
