,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,231203,52524,54,0,0,0,0
true_1,39793,344641,61,0,0,0,0
true_2,12254,1698,15381,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,3054,3841,0,0,8,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
