,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,222369,59567,1845,0,0,0,0
true_1,41470,342882,143,0,0,0,0
true_2,8422,1963,18948,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,2669,4234,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
