,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,211666,71890,225,0,0,0,0
true_1,48502,335972,21,0,0,0,0
true_2,9604,1496,18233,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,5877,1026,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
