,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,213621,62906,7248,0,6,0,0
true_1,35869,348515,111,0,0,0,0
true_2,4508,2377,22448,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,5185,1718,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
