,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,219398,58456,5927,0,0,0,0
true_1,42080,342212,203,0,0,0,0
true_2,3519,1816,23998,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,1765,5138,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
