,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,224246,59535,0,0,0,0,0
true_1,42774,341473,248,0,0,0,0
true_2,11430,1283,16620,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,4904,1999,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
