,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,225108,54484,4189,0,0,0,0
true_1,40765,343562,168,0,0,0,0
true_2,3804,2196,23333,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,1843,5060,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
