,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,210004,73669,0,0,0,108,0
true_1,46991,337503,0,0,0,1,0
true_2,25971,3342,0,0,0,20,0
true_3,0,0,0,0,0,0,0
true_4,0,6903,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
