,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,211585,63971,8225,0,0,0,0
true_1,41078,342824,593,0,0,0,0
true_2,7742,1079,20512,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,4193,2707,0,0,0,3,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
