,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,226684,56398,699,0,0,0,0
true_1,47018,337452,25,0,0,0,0
true_2,8181,1735,19417,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,2858,4045,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
