,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,246487,37294,0,0,0,0,0
true_1,50718,333670,107,0,0,0,0
true_2,21145,1495,6693,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,85,6818,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
