,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,216565,66758,458,0,0,0,0
true_1,43423,340734,246,0,0,92,0
true_2,8393,20750,190,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,4646,2257,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
