,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,230198,51549,2034,0,0,0,0
true_1,57398,319150,7947,0,0,0,0
true_2,10250,3872,15211,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,3152,3751,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
