,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,208291,68754,6736,0,0,0,0
true_1,39299,343992,1204,0,0,0,0
true_2,3912,1316,24105,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,0,6903,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
