,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,231651,47925,4205,0,0,0,0
true_1,52166,331921,408,0,0,0,0
true_2,3185,1625,24523,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,6199,704,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
