,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,231478,51243,1060,0,0,0,0
true_1,58212,326008,275,0,0,0,0
true_2,5749,1186,22398,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,3918,2985,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
