,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,235409,46808,1564,0,0,0,0
true_1,55315,328727,453,0,0,0,0
true_2,4422,2054,22857,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,5898,1005,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
