,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,234167,48035,1579,0,0,0,0
true_1,52498,331552,445,0,0,0,0
true_2,7350,1441,20542,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,6209,694,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
