,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,224037,56370,3374,0,0,0,0
true_1,54808,329398,289,0,0,0,0
true_2,2706,1677,24950,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,3974,2929,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
