,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,236956,46238,587,0,0,0,0
true_1,61644,322690,161,0,0,0,0
true_2,3439,1644,24250,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,5633,1270,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
