,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,217724,58740,7317,0,0,0,0
true_1,42714,340785,996,0,0,0,0
true_2,8721,1240,19372,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,6209,690,4,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
