,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,221304,62036,441,0,0,0,0
true_1,43837,340574,84,0,0,0,0
true_2,12539,977,15817,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,1172,5731,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
