,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,239586,42164,2031,0,0,0,0
true_1,56413,327693,389,0,0,0,0
true_2,4404,1215,23714,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,6626,277,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
