,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,232895,50240,646,0,0,0,0
true_1,49471,334446,578,0,0,0,0
true_2,3083,1339,24911,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,6600,303,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
