,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,233385,41042,9354,0,0,0,0
true_1,56572,327484,439,0,0,0,0
true_2,4183,1092,24058,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,6472,431,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
