,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,225332,56677,1772,0,0,0,0
true_1,41895,342370,230,0,0,0,0
true_2,9558,1172,18603,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,5646,1257,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
