epoch,phase,loss,lr,tempo,accuracy,mIoU
1,train,1.2711888504091289,0.0001,0:03:13,0.708961678243935,0.25378390581901417
1,val,1.0011451537114477,0.0001,0:03:46,0.8065169830490682,0.33913754556837755
2,train,0.9192596324090715,0.0001,0:03:12,0.8111836108172754,0.3955565628024681
2,val,0.8631470621094528,0.0001,0:03:43,0.8184966562230667,0.3944290574725498
3,train,0.838514877255107,0.0001,0:03:17,0.8205891127789442,0.4148218364123662
3,val,0.8176139807874249,0.0001,0:03:51,0.8266880897862582,0.4121551624243951
4,train,0.8097069357125505,0.0001,0:04:22,0.8273382933079193,0.4352805525920461
4,val,0.8012695993147858,0.0001,0:05:00,0.8315626524092439,0.4352288959757844
5,train,0.7949434079207693,0.0001,0:06:34,0.8307643070516905,0.44726932780818995
5,val,0.7877455233229055,0.0001,0:07:18,0.8353826028322068,0.44616996439244216
6,train,0.78345991684368,0.0001,0:06:47,0.8352153169790012,0.46089042972597444
6,val,0.7798738008108956,0.0001,0:07:28,0.8374597524077728,0.45192349455816594
7,train,0.7747217104670315,0.0001,0:06:52,0.8382359300363414,0.4640188447789179
7,val,0.7747631648681131,0.0001,0:07:35,0.8397092390107644,0.460414414020001
8,train,0.7673697679418272,0.0001,0:06:53,0.842027205136319,0.4836916131680458
8,val,0.7667406399979176,0.0001,0:07:36,0.8437276772489484,0.47534906262119014
9,train,0.7610505512737528,0.0001,0:06:52,0.8441369833431451,0.4843067250341502
9,val,0.7650165825733003,0.0001,0:07:35,0.8448831041194873,0.4871276502248025
10,train,0.7543198493259816,0.0001,0:06:59,0.8484228416888696,0.4962155133357887
10,val,0.76355023110812,0.0001,0:07:43,0.845384954619199,0.49022196227124193
11,train,0.7476885757181817,0.0001,0:06:50,0.851914779547222,0.5085943523670196
11,val,0.7608225217135477,0.0001,0:07:33,0.8457579146046945,0.4967818908475771
12,train,0.7456841980438887,0.0001,0:06:47,0.8531372584144288,0.5113861947297341
12,val,0.7608379038435965,0.0001,0:07:30,0.8462368880665564,0.5176938887987421
13,train,0.7395132907982036,0.0001,0:06:52,0.8563568528314832,0.5240737302502455
13,val,0.7622285562294272,0.0001,0:07:36,0.8459966559873632,0.5098917603118917
14,train,0.7381669879156436,0.0001,0:07:01,0.8570772424787922,0.5294324477225021
14,val,0.756626886598622,0.0001,0:07:47,0.8487437315694687,0.5256974130677083
15,train,0.7334489145464691,0.0001,0:07:08,0.8592769085042505,0.5395949160789019
15,val,0.7542052999013406,0.0001,0:07:54,0.8513093538401564,0.5339626324198431
16,train,0.7321176190469162,0.0001,0:06:57,0.8601622860122333,0.5393096782776262
16,val,0.7561375779628675,0.0001,0:07:40,0.8486200795253918,0.5423302156517147
17,train,0.727331948618796,0.0001,0:06:52,0.8623383661511315,0.5444887211000853
17,val,0.7547602065523616,0.0001,0:07:35,0.8507294040108735,0.5369504442170108
18,train,0.7237524893386956,0.0001,0:07:01,0.8648774810418236,0.556282072186903
18,val,0.753457318203818,0.0001,0:07:46,0.8531073672402749,0.5508479990174538
19,train,0.7222782779188588,0.0001,0:06:57,0.8655131514137749,0.559265385684734
19,val,0.7491507793263764,0.0001,0:07:41,0.8531714347766794,0.5426547550037565
20,train,0.7211451291172132,0.0001,0:07:03,0.865796650546185,0.5639687127585299
20,val,0.7578854842496048,0.0001,0:07:48,0.8473058241805458,0.5470467783138094
21,train,0.7214528137640261,0.0001,0:07:00,0.8656081296934,0.5613031865897923
21,val,0.7545940753335035,0.0001,0:07:43,0.8472778099876639,0.5470207235289399
22,train,0.7162956953757114,0.0001,0:06:59,0.8682674207715714,0.5682660117327242
22,val,0.7489050616228772,0.0001,0:07:46,0.8516742852403496,0.5458461907776025
23,train,0.716855113834546,0.0001,0:06:56,0.8676106832963321,0.5676211611828658
23,val,0.7486319498056467,0.0001,0:07:44,0.8520771334580136,0.5551821318745397
24,train,0.7152906592902117,0.0001,0:06:57,0.8683704717515837,0.5674337075857803
24,val,0.7498844394610648,0.0001,0:07:41,0.8521460260784572,0.5447581359942295
25,train,0.7139120031087931,0.0001,0:06:58,0.8693788615970102,0.5734900627721847
25,val,0.7488155468085906,0.0001,0:07:41,0.8528697140383276,0.5578648217304014
26,train,0.7146884906248671,0.0001,0:06:57,0.8686062726851697,0.5744208142717273
26,val,0.7522552899351056,0.0001,0:07:40,0.8481887840244868,0.5593254958113579
27,train,0.7126768360282769,0.0001,0:06:58,0.8698834821940964,0.5801762495547799
27,val,0.7599277944725366,0.0001,0:07:41,0.8506299583387367,0.5410180423475763
28,train,0.7123549714187617,0.0001,0:06:48,0.8694039184530012,0.5793188825697346
28,val,0.7469497816183717,0.0001,0:07:32,0.8545503013793894,0.5667360362626476
29,train,0.7096629308056382,0.0001,0:06:05,0.8711724393082043,0.5843178614329567
29,val,0.7531133502854591,0.0001,0:06:42,0.8481082061293653,0.5579091784564117
30,train,0.7105585794395328,0.0001,0:03:13,0.8702022165857002,0.5825624334493381
