,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,218771,65010,0,0,0,0,0
true_1,38602,345893,0,0,0,0,0
true_2,25060,3425,848,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,3510,3381,0,0,0,12,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
