epoch,phase,loss,lr,tempo,accuracy,mIoU
1,train,1.4710062511607183,0.0001,0:01:58,0.48158853311434796,0.13675007447920132
1,val,1.237066908310813,0.0001,0:02:19,0.7090475260473592,0.21669494979333162
2,train,1.0750182917229056,0.0001,0:01:58,0.7894827322268809,0.2673404443161682
2,val,0.9769266011553995,0.0001,0:02:18,0.815827802977048,0.28777129919364874
3,train,0.9228676134070456,0.0001,0:01:59,0.8197232492491923,0.2918464073590927
3,val,0.8775778503027621,0.0001,0:02:17,0.823200876719882,0.30088888391308866
4,train,0.8274656432066155,0.0001,0:01:57,0.8331834079015763,0.3100896694255607
4,val,0.8202804379739429,0.0001,0:02:15,0.8259905248236038,0.31475970988660035
5,train,0.7554663527558919,0.0001,0:01:55,0.8451294910400053,0.3395171144804415
5,val,0.7797017282022267,0.0001,0:02:14,0.8241703462179668,0.3419096873014708
6,train,0.6983033385596366,0.0001,0:01:53,0.8560416946988879,0.3770010987301005
6,val,0.7498665098153162,0.0001,0:02:14,0.8227382103175805,0.36649396734714584
7,train,0.6538166619834824,0.0001,0:01:55,0.864516760441839,0.4143239857930876
7,val,0.7121792056021822,0.0001,0:02:13,0.8265362533529043,0.3977939948761772
8,train,0.619053120855531,0.0001,0:01:57,0.8722182222032909,0.4414762657009048
8,val,0.6958533112690736,0.0001,0:02:15,0.8289031341615378,0.41735349123598736
9,train,0.5921950874725321,0.0001,0:01:54,0.8794241383470061,0.45979914700839336
9,val,0.6760287948283529,0.0001,0:02:15,0.8346323267739487,0.43671260181187915
10,train,0.5724447503189082,0.0001,0:02:00,0.885084199429188,0.46871663299910343
10,val,0.6686690138165049,0.0001,0:02:21,0.8327165254371593,0.4190176137653706
11,train,0.5549224466921748,0.0001,0:01:57,0.8912228154010527,0.48673784650171026
11,val,0.6628371218502531,0.0001,0:02:16,0.8337737990401527,0.4479070885491501
12,train,0.5370963743591749,0.0001,0:01:54,0.8980098161102326,0.5048236676905957
12,val,0.6513889977632527,0.0001,0:02:13,0.8378453252437111,0.4380675701049122
13,train,0.5222434882442327,0.0001,0:01:55,0.9039484565901102,0.5223233691730607
13,val,0.6462813960598884,0.0001,0:02:14,0.8394473663826826,0.4541466880511639
14,train,0.5139656420704869,0.0001,0:01:56,0.9067671984758815,0.5251526400451811
14,val,0.64334575476515,0.0001,0:02:16,0.8392353152300112,0.45734892310649966
15,train,0.5039551796870643,0.0001,0:01:55,0.9110168990973948,0.5405635977192813
15,val,0.6403179910930987,0.0001,0:02:14,0.8400256072634772,0.4664394501698137
16,train,0.5008464733457832,0.0001,0:01:56,0.9119528780167706,0.5582214463619006
16,val,0.6401662884381841,0.0001,0:02:16,0.8396881506828255,0.4751819521803572
17,train,0.4969999460191686,0.0001,0:01:55,0.9134353990206903,0.5739561198626701
17,val,0.6411694606787931,0.0001,0:02:15,0.8413572475095259,0.49899547846527026
18,train,0.4927237065919125,0.0001,0:01:57,0.9155304908319526,0.5869763736364353
18,val,0.6415847718351685,0.0001,0:02:16,0.8399176115268803,0.5003347211416099
19,train,0.4913594608123486,0.0001,0:01:55,0.9163601374264084,0.6039094955427649
19,val,0.6428251590129074,0.0001,0:02:14,0.8391082874617771,0.5227168071022087
20,train,0.4865526922782603,0.0001,0:01:56,0.9190738066740656,0.6355325518346298
20,val,0.6502376011760149,0.0001,0:02:15,0.8368033962313502,0.5354323364913532
21,train,0.48247214633271657,0.0001,0:01:55,0.9213627602606176,0.6442178819450304
21,val,0.6415921218778103,0.0001,0:02:14,0.8434479303201801,0.5599179862257395
22,train,0.480512994966636,0.0001,0:01:57,0.9222965179083173,0.6720499616717694
22,val,0.6390150874966264,0.0001,0:02:17,0.8429209309101183,0.57346627566755
23,train,0.47706385737561124,0.0001,0:01:54,0.9238274961306577,0.6788037262091978
23,val,0.6390659098067207,0.0001,0:02:13,0.8410978322769671,0.5766610693107208
24,train,0.4765030936700513,0.0001,0:01:57,0.9239405832026177,0.6860576754318444
24,val,0.6388158499358373,0.0001,0:02:19,0.8420445090828408,0.578427481973972
25,train,0.47390260543709894,0.0001,0:01:58,0.9251649548960976,0.6885703037815466
25,val,0.6416183826769514,0.0001,0:02:17,0.8432497859079858,0.5751203056962838
26,train,0.4732064608498035,0.0001,0:02:03,0.9253850022374541,0.6919278837383758
26,val,0.6432326494280035,0.0001,0:02:23,0.840578417707973,0.5821309661015285
27,train,0.4742866845050634,0.0001,0:01:58,0.9246534668757759,0.6948798286438618
27,val,0.6423965214128678,0.0001,0:02:18,0.8429507280777224,0.58600381706823
28,train,0.4697748050806978,0.0001,0:01:54,0.9270519907028221,0.7013219514275668
28,val,0.645231924743262,0.0001,0:02:14,0.8430406584423316,0.578769875538784
29,train,0.46837079532865095,0.0001,0:02:02,0.9275709650193004,0.701996026002916
29,val,0.6496368097597901,0.0001,0:02:22,0.8368258573450572,0.5838792917013838
30,train,0.47015979261278673,0.0001,0:01:59,0.9265119541041644,0.7052967384649449
30,val,0.6611167453739741,0.0001,0:02:18,0.8360652287105932,0.5771551846788945
31,train,0.4609339028823175,5e-05,0:01:57,0.9314875756997644,0.7213634724820082
31,val,0.6361071222744124,5e-05,0:02:17,0.8469322582030182,0.592298114854602
32,train,0.44987027224592346,5e-05,0:01:57,0.9376712612642948,0.7324070148083903
32,val,0.6357592151865036,5e-05,0:02:18,0.8461649776154333,0.5908360069764882
33,train,0.4457535522040773,5e-05,0:02:00,0.9398035688264884,0.7343528328771519
33,val,0.6412703214964274,5e-05,0:02:18,0.8460548422107957,0.5928311569499072
34,train,0.44462804025492286,5e-05,0:01:55,0.9403981036697531,0.7377953693078823
34,val,0.6443633676795091,5e-05,0:02:14,0.844343443114798,0.5896845607105153
35,train,0.44471032360120355,5e-05,0:01:55,0.9401524900681668,0.7457018018792115
35,val,0.6466756119628141,5e-05,0:02:16,0.8444458834604376,0.5893296282624703
36,train,0.4449565185104199,5e-05,0:01:56,0.9400627111869112,0.7373791366727016
36,val,0.6484145526937928,5e-05,0:02:15,0.842967976573907,0.5869562824304829
37,train,0.44420240294543695,5e-05,0:01:57,0.9403284277094202,0.7421218059802063
37,val,0.6507625532614593,5e-05,0:02:16,0.8435975027312578,0.5895508324810727
38,train,0.4452091428107183,5e-05,0:01:55,0.9397343246407066,0.7356917840020024
38,val,0.6563582006195705,5e-05,0:02:14,0.8408721969512887,0.583494947154956
39,train,0.4410541940735055,2.5e-05,0:01:57,0.942048496167311,0.7452620318440487
39,val,0.650361422914781,2.5e-05,0:02:19,0.8429162007665689,0.5895762537784517
40,train,0.43567541610608207,2.5e-05,0:01:55,0.9451104142202249,0.7510994372292296
40,val,0.651827311216752,2.5e-05,0:02:14,0.8421614545173507,0.5882566137013999
41,train,0.4334129357188399,2.5e-05,0:01:56,0.9463955939662224,0.7526249290102974
41,val,0.6545458004446701,2.5e-05,0:02:18,0.8407600245807879,0.5833305660244812
42,train,0.4338224425434712,2.5e-05,0:02:00,0.9460376625645078,0.75536884445686
42,val,0.6539942917601074,2.5e-05,0:02:19,0.8414053784126613,0.5850604808375788
43,train,0.43218619179395057,2.5e-05,0:01:55,0.9469412492225965,0.7493269443708743
43,val,0.6574354458020493,2.5e-05,0:02:14,0.8415941531202898,0.5813923369030056
44,train,0.43218990765848975,2.5e-05,0:01:57,0.9469078104658936,0.7620136189594565
44,val,0.6604885874870371,2.5e-05,0:02:17,0.8404506951162259,0.5861050944100868
45,train,0.43024981183240657,1.25e-05,0:01:59,0.9480090659221198,0.761615342041493
45,val,0.6605175270717871,1.25e-05,0:02:19,0.8403454192067593,0.5842511827037916
46,train,0.42798839148887907,1.25e-05,0:01:57,0.9493276842673961,0.7672023241690733
46,val,0.6620231658874477,1.25e-05,0:02:16,0.8392421091462661,0.5839092376936896
47,train,0.427563124991518,1.25e-05,0:02:02,0.9495597229062153,0.760913617601486
47,val,0.6638103278876728,1.25e-05,0:02:22,0.8387059864676772,0.5817471367826083
48,train,0.4264151356959351,1.25e-05,0:01:58,0.9501217221340043,0.7587953575887708
48,val,0.6648765049332498,1.25e-05,0:02:18,0.839513949099341,0.579777231786408
49,train,0.4274358553298435,1.25e-05,0:01:56,0.9496080679994245,0.758543831773149
49,val,0.6667767324390969,1.25e-05,0:02:15,0.8389657257629869,0.5838503028068001
50,train,0.4262953709261218,1.25e-05,0:01:58,0.9501778760456968,0.7618714297868584
50,val,0.6661846226425253,1.25e-05,0:02:18,0.8391874867178933,0.5801827906775266
51,train,0.42475655234147314,6.25e-06,0:01:56,0.9510575253879249,0.7726717614112179
51,val,0.6676177268749142,6.25e-06,0:02:15,0.8388562849260908,0.581293325767322
52,train,0.42396212336488903,6.25e-06,0:01:54,0.9515165571491094,0.7709571341352126
52,val,0.6679455711515376,6.25e-06,0:02:14,0.8377880989905139,0.5793114814905468
