,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,204954,50545,28282,0,0,0,0
true_1,69046,241798,73651,0,0,0,0
true_2,1302,4181,23850,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,273,6630,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
