,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,188105,51680,43996,0,0,0,0
true_1,47433,263926,73136,0,0,0,0
true_2,1553,1381,26399,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,0,6903,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
