,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,192985,69790,19207,0,450,1348,1
true_1,84593,282886,15238,0,127,1651,0
true_2,4539,18622,4297,0,2,1873,0
true_3,0,0,0,0,0,0,0
true_4,5748,1119,0,0,33,3,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
