,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,181041,40413,62303,0,20,4,0
true_1,41732,199391,143372,0,0,0,0
true_2,1273,772,27288,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,5466,1269,105,0,63,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
