,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,139341,52517,91923,0,0,0,0
true_1,42493,236894,105108,0,0,0,0
true_2,2022,6584,20727,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,2192,4711,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
