,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,163091,80910,39780,0,0,0,0
true_1,40036,315600,28859,0,0,0,0
true_2,6629,22681,23,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,4402,2501,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
