,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,220878,62501,402,0,0,0,0
true_1,38890,345583,22,0,0,0,0
true_2,10240,2656,16437,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,1447,5456,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
