,pred_0,pred_1,pred_2,pred_3,pred_4,pred_5,pred_6
true_0,213695,69639,444,2,0,1,0
true_1,47377,336508,569,4,0,37,0
true_2,13683,15650,0,0,0,0,0
true_3,0,0,0,0,0,0,0
true_4,4450,2453,0,0,0,0,0
true_5,0,0,0,0,0,0,0
true_6,0,0,0,0,0,0,0
